"Enhancer","Genes","XBP1","Trl","xrp1","USP","bergman_EcR_usp","CF2","bergman_Rel","da","crp","EcR","GATA_elemento","ERR","Eip74EF","h","gcm","kay_Jra","Hnf4","srp_SANGER","slp2_forkhead","Rel_FFS","Tgo","TBS","new_act_score","treatment","new_act_binary","chromosome"
"3L:8421622-8422214(+)","FBgn0035890;FBgn0265102;FBgn0263352;FBgn0020224;FBgn0010431;FBgn0266667;FBgn0052354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,627.946,"20E","Low","3L"
"3L:8460722-8461268(+)","FBgn0262719;FBgn0010825;FBgn0035896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,550.399,"20E","Low","3L"
"3L:8470446-8471195(+)","FBgn0262719;FBgn0010825",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,736.14,"20E","Low","3L"
"3L:8527141-8528044(+)","FBgn0086348;FBgn0024236;FBgn0035906;FBgn0035901;FBgn0035907;FBgn0035904;FBgn0035902;FBgn0035909;FBgn0035903",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1253.71,"20E","High","3L"
"3L:8547041-8548080(+)","FBgn0035909;FBgn0260442;FBgn0024236",0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1872,"20E","High","3L"
"3L:8549371-8550162(+)","FBgn0035909;FBgn0260442;FBgn0024236",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1410.14,"20E","High","3L"
"3L:8553767-8554983(+)","FBgn0260442;FBgn0264511",0,0,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,7,1202.84,"20E","Low","3L"
"3L:8600659-8601253(+)","FBgn0060292;FBgn0017430;FBgn0060291;FBgn0262508;FBgn0035914;FBgn0017429;FBgn0017579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.068,"20E","Low","3L"
"3L:865048-865850(+)","FBgn0035168;FBgn0035171;FBgn0035170;FBgn0035169;FBgn0035173;FBgn0052479",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,574.436,"20E","Low","3L"
"3L:8661944-8662748(+)","FBgn0035922;FBgn0001168;FBgn0000121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1378.08,"20E","High","3L"
"3L:8667799-8668338(+)","FBgn0001168",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,430.651,"20E","Low","3L"
"3L:8680009-8680704(+)","FBgn0001168;FBgn0265719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,635.975,"20E","Low","3L"
"3L:8686250-8687082(+)","FBgn0001168;FBgn0265719",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,8,1041.73,"20E","Low","3L"
"3L:8688201-8688986(+)","FBgn0001168;FBgn0265719",0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,8,1437.69,"20E","High","3L"
"3L:8691466-8692182(+)","FBgn0001168;FBgn0265719",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,3,0,1,0,8,945.885,"20E","Low","3L"
"3L:8692255-8692932(+)","FBgn0001168;FBgn0265719",1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,1,0,0,10,1019.26,"20E","Low","3L"
"3L:8699494-8700823(+)","FBgn0265719",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,7,850.748,"20E","Low","3L"
"3L:8704734-8705345(+)","FBgn0011509;FBgn0052022;FBgn0265719",0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,442.692,"20E","Low","3L"
"3L:8708863-8709447(+)","FBgn0011509;FBgn0052022;FBgn0035923",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,774.615,"20E","Low","3L"
"3L:875540-876501(+)","FBgn0263461;FBgn0035171;FBgn0035173;FBgn0052479;FBgn0263476",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,1089.58,"20E","Low","3L"
"3L:8764549-8765101(+)","FBgn0266084;FBgn0265720;FBgn0035924;FBgn0040828",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,476.523,"20E","Low","3L"
"3L:8825715-8826400(+)","FBgn0035933;FBgn0263930;FBgn0052026",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,603.584,"20E","Low","3L"
"3L:8844853-8845493(+)","FBgn0263930;FBgn0052026;FBgn0267473",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,4,852.04,"20E","Low","3L"
"3L:884748-885667(+)","FBgn0263461;FBgn0035171;FBgn0054057;FBgn0035173;FBgn0052479;FBgn0054056;FBgn0263476",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,586.935,"20E","Low","3L"
"3L:887447-888420(+)","FBgn0263461;FBgn0054057;FBgn0035176;FBgn0035173;FBgn0052479;FBgn0267919;FBgn0054056;FBgn0263476",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1771.93,"20E","High","3L"
"3L:8875631-8876341(+)","FBgn0263930;FBgn0262788",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1406.01,"20E","High","3L"
"3L:8948021-8948752(+)","FBgn0035941;FBgn0011787;FBgn0264305;FBgn0040321;FBgn0035942;FBgn0264307",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,738.566,"20E","Low","3L"
"3L:9008111-9008926(+)","FBgn0035955;FBgn0016070;FBgn0035956;FBgn0035954;FBgn0035953",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,855.936,"20E","Low","3L"
"3L:9021003-9021668(+)","FBgn0035954;FBgn0035956;FBgn0035955",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,669.69,"20E","Low","3L"
"3L:9063257-9064082(+)","FBgn0035959;FBgn0023479;FBgn0000116;FBgn0035957;FBgn0035960",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,569.054,"20E","Low","3L"
"3L:9074333-9074860(+)","FBgn0035959;FBgn0000116;FBgn0023479;FBgn0035960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.791,"20E","Low","3L"
"3L:9134081-9134709(+)","FBgn0011206;FBgn0004244;FBgn0035964;FBgn0263556;FBgn0263456;FBgn0035965",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,591.158,"20E","Low","3L"
"3L:9148789-9149366(+)","FBgn0011206;FBgn0004244;FBgn0035964;FBgn0263556;FBgn0263456;FBgn0035965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,867.384,"20E","Low","3L"
"3L:9195216-9195768(+)","FBgn0035968;FBgn0004244",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,661.716,"20E","Low","3L"
"3L:9205473-9206287(+)","FBgn0035968;FBgn0035969",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,6,667.026,"20E","Low","3L"
"3L:9335731-9336436(+)","FBgn0035977;FBgn0035975;FBgn0035976;FBgn0035978",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,772.837,"20E","Low","3L"
"3L:9357641-9358453(+)","FBgn0035977;FBgn0052040;FBgn0035980;FBgn0035976;FBgn0035978;FBgn0004379;FBgn0052039;FBgn0085484;FBgn0001229;FBgn0035981;FBgn0001228;FBgn0011769;FBgn0001223;FBgn0085485",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,1515.94,"20E","High","3L"
"3L:9360193-9360783(+)","FBgn0035977;FBgn0052040;FBgn0035980;FBgn0035976;FBgn0035978;FBgn0035982;FBgn0004379;FBgn0052039;FBgn0085484;FBgn0001229;FBgn0035981;FBgn0001228;FBgn0011769;FBgn0001223;FBgn0085485",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,947.673,"20E","Low","3L"
"3L:9381404-9382109(+)","FBgn0263493;FBgn0001227;FBgn0035983;FBgn0035982;FBgn0001226;FBgn0004379;FBgn0263492;FBgn0001229;FBgn0035981;FBgn0001228;FBgn0263494;FBgn0001224;FBgn0001225;FBgn0011769;FBgn0001223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202.53,"20E","Low","3L"
"3L:9383045-9384049(+)","FBgn0263493;FBgn0001227;FBgn0035983;FBgn0035982;FBgn0001226;FBgn0263492;FBgn0001229;FBgn0035981;FBgn0001228;FBgn0263494;FBgn0001224;FBgn0001225;FBgn0011769;FBgn0001223",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2494.97,"20E","High","3L"
"3L:9422328-9423424(+)","FBgn0015296;FBgn0023129;FBgn0035988;FBgn0035986;FBgn0082953;FBgn0260431;FBgn0040305;FBgn0035987;FBgn0035989;FBgn0005533",0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,3,1,0,0,11,733.62,"20E","Low","3L"
"3L:9426687-9427212(+)","FBgn0015296;FBgn0023129;FBgn0267532;FBgn0260859;FBgn0035988;FBgn0082953;FBgn0035993;FBgn0260431;FBgn0040305;FBgn0035987;FBgn0035989;FBgn0005533",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,631.169,"20E","Low","3L"
"3L:9437635-9438400(+)","FBgn0015296;FBgn0023129;FBgn0267532;FBgn0260859;FBgn0266124;FBgn0082953;FBgn0035995;FBgn0035997;FBgn0053926;FBgn0260431;FBgn0035993;FBgn0040305;FBgn0035996;FBgn0035989;FBgn0005533",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,673.19,"20E","Low","3L"
"3L:9476962-9477731(+)","FBgn0011327;FBgn0036004;FBgn0266101;FBgn0052037;FBgn0036005;FBgn0052036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.338,"20E","Low","3L"
"3L:9502021-9502800(+)","FBgn0086075;FBgn0053700;FBgn0267534;FBgn0036008;FBgn0053703;FBgn0053702;FBgn0010408;FBgn0052037;FBgn0036005;FBgn0053701;FBgn0036007;FBgn0052036",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,591.404,"20E","Low","3L"
"3L:9615636-9616349(+)","FBgn0036016;FBgn0267796;FBgn0036015;FBgn0036020;FBgn0036018;FBgn0036019;FBgn0267348",0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5,1526.77,"20E","High","3L"
"3L:9678047-9679440(+)","FBgn0087040;FBgn0036029;FBgn0016081;FBgn0267454;FBgn0036028;FBgn0036030",0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,1,2,11,1760.87,"20E","High","3L"
"3L:9716436-9717066(+)","FBgn0036038;FBgn0036031;FBgn0036032;FBgn0036039;FBgn0036040;FBgn0040475;FBgn0045823;FBgn0019644;FBgn0036035;FBgn0261530;FBgn0036036;FBgn0065081",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1952.21,"20E","High","3L"
"3L:9822570-9823226(+)","FBgn0264489;FBgn0044048;FBgn0028429;FBgn0015618;FBgn0044328",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,819.496,"20E","Low","3L"
"3L:9834409-9835047(+)","FBgn0264489;FBgn0044048;FBgn0028429;FBgn0004390;FBgn0015618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,860.879,"20E","Low","3L"
"3L:9847439-9848461(+)","FBgn0264489;FBgn0028429;FBgn0004390;FBgn0036052;FBgn0015618;FBgn0036053",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2184.03,"20E","High","3L"
"3L:9863559-9864260(+)","FBgn0085411;FBgn0266955;FBgn0004390;FBgn0036052;FBgn0027567;FBgn0036053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,796.475,"20E","Low","3L"
"3L:9897151-9898020(+)","FBgn0036056;FBgn0036059;FBgn0267535;FBgn0085411;FBgn0036058;FBgn0036057;FBgn0011836;FBgn0085385;FBgn0025866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,7,670.696,"20E","Low","3L"
"3L:9969027-9969729(+)","FBgn0040823;FBgn0036063;FBgn0259932;FBgn0263251;FBgn0026404;FBgn0085385;FBgn0036062",0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,1062.18,"20E","Low","3L"
"3R:10078827-10079741(+)","FBgn0262378;FBgn0263413;FBgn0053784;FBgn0266414;FBgn0053631;FBgn0037786;FBgn0053783;FBgn0041105",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1854.11,"20E","High","3R"
"3R:10084248-10084943(+)","FBgn0262378;FBgn0266414;FBgn0263413;FBgn0037786;FBgn0041105",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422.489,"20E","Low","3R"
"3R:10092948-10093867(+)","FBgn0262378;FBgn0263413;FBgn0266414;FBgn0028734;FBgn0262419;FBgn0262459",0,2,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,2,0,11,885.016,"20E","Low","3R"
"3R:10097352-10098338(+)","FBgn0262378;FBgn0263413;FBgn0266414;FBgn0028734;FBgn0037788;FBgn0262419;FBgn0262459",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,651.21,"20E","Low","3R"
"3R:10114851-10115536(+)","FBgn0263413;FBgn0266721;FBgn0004889;FBgn0001321;FBgn0028734;FBgn0037788;FBgn0267705;FBgn0262419;FBgn0051477;FBgn0262459",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,475.018,"20E","Low","3R"
"3R:10119466-10120208(+)","FBgn0266721;FBgn0004889;FBgn0001321;FBgn0028734;FBgn0037788;FBgn0267705;FBgn0051477",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1518.04,"20E","High","3R"
"3R:10133455-10134095(+)","FBgn0086359;FBgn0266721;FBgn0004889;FBgn0001321;FBgn0037792;FBgn0037788;FBgn0267705;FBgn0261817;FBgn0051477",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1360.54,"20E","High","3R"
"3R:10180031-10180821(+)","FBgn0037796;FBgn0040238;FBgn0004575",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1203.91,"20E","Low","3R"
"3R:10208688-10209463(+)","FBgn0025879;FBgn0037797;FBgn0037798;FBgn0004575",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1694.32,"20E","High","3R"
"3R:10237949-10238843(+)","FBgn0037798;FBgn0037797;FBgn0037801;FBgn0261928;FBgn0083943",0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,9,720.328,"20E","Low","3R"
"3R:10289157-10289659(+)","FBgn0262617;FBgn0011970",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,511.547,"20E","Low","3R"
"3R:10335092-10336009(+)","FBgn0037810;FBgn0037809;FBgn0037811;FBgn0266717;FBgn0015396;FBgn0037812;FBgn0051406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858.088,"20E","Low","3R"
"3R:10390747-10391457(+)","FBgn0045443;FBgn0266243;FBgn0259938;FBgn0037814;FBgn0020379",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,5,1566.94,"20E","High","3R"
"3R:10391595-10392975(+)","FBgn0045443;FBgn0266243;FBgn0259938;FBgn0037814;FBgn0020379",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,7,1216.96,"20E","Low","3R"
"3R:10393480-10394449(+)","FBgn0045443;FBgn0266243;FBgn0262420;FBgn0024957;FBgn0259938;FBgn0262223;FBgn0037814",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1760.41,"20E","High","3R"
"3R:10462873-10463568(+)","FBgn0266260;FBgn0266244",0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,7,1957.39,"20E","High","3R"
"3R:10477098-10477598(+)","FBgn0266260;FBgn0267136",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,542.603,"20E","Low","3R"
"3R:10556860-10557746(+)","FBgn0001235",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1641.13,"20E","High","3R"
"3R:10628138-10628812(+)","FBgn0001235;FBgn0264788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,445.112,"20E","Low","3R"
"3R:10658841-10659382(+)","FBgn0264788",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,807.169,"20E","Low","3R"
"3R:10801367-10802186(+)","FBgn0037836;FBgn0037834;FBgn0260944;FBgn0037835;FBgn0037837;FBgn0017577;FBgn0037838",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,928.555,"20E","Low","3R"
"3R:1085453-1086071(+)","FBgn0267431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,542.778,"20E","Low","3R"
"3R:10881600-10882159(+)","FBgn0037848;FBgn0266705;FBgn0037850;FBgn0037855;FBgn0011768;FBgn0042094;FBgn0037853;FBgn0037852;FBgn0037849;FBgn0022359;FBgn0267376;FBgn0267137;FBgn0037856",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,452.943,"20E","Low","3R"
"3R:10892939-10893686(+)","FBgn0037850;FBgn0037855;FBgn0037852;FBgn0042094;FBgn0037853;FBgn0022359;FBgn0267138;FBgn0267137;FBgn0037856",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,481.39,"20E","Low","3R"
"3R:11013625-11014549(+)","FBgn0083950",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5,646.936,"20E","Low","3R"
"3R:11128329-11128878(+)","FBgn0037860;FBgn0037862;FBgn0040256",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1128.41,"20E","Low","3R"
"3R:11141359-11141910(+)","FBgn0261291;FBgn0040256;FBgn0040257;FBgn0037862;FBgn0040251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427.568,"20E","Low","3R"
"3R:11233349-11234050(+)","FBgn0037877;FBgn0037891;FBgn0086055;FBgn0037882;FBgn0020910;FBgn0051388;FBgn0037878;FBgn0037879;FBgn0037885;FBgn0037884;FBgn0037889;FBgn0051441;FBgn0086057;FBgn0037881;FBgn0086056;FBgn0037880;FBgn0037883;FBgn0065064;FBgn0051144;FBgn0262972;FBgn0037890;FBgn0037888",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1263.44,"20E","High","3R"
"3R:1127345-1128003(+)","FBgn0267431",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1489.58,"20E","High","3R"
"3R:1134597-1135162(+)","FBgn0267431",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1157,"20E","Low","3R"
"3R:11364925-11365656(+)","FBgn0267673;FBgn0026063;FBgn0004595;FBgn0267674;FBgn0026064",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,6,1296.32,"20E","High","3R"
"3R:11370532-11371205(+)","FBgn0004595;FBgn0267674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,513.68,"20E","Low","3R"
"3R:11421758-11422545(+)","FBgn0037897;FBgn0011774;FBgn0037894;FBgn0037892;FBgn0037896;FBgn0263480;FBgn0037895;FBgn0004595;FBgn0264694;FBgn0037902;FBgn0037899;FBgn0037898;FBgn0037900;FBgn0267236;FBgn0037901",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2293.96,"20E","High","3R"
"3R:11441491-11442607(+)","FBgn0037897;FBgn0037906;FBgn0037902;FBgn0046225;FBgn0037899;FBgn0263520;FBgn0037898;FBgn0037900;FBgn0051374;FBgn0037901",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1012.16,"20E","Low","3R"
"3R:11564651-11565460(+)","FBgn0263316;FBgn0037913;FBgn0037912;FBgn0037915;FBgn0037911;FBgn0037916;FBgn0037910",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,6,2532.33,"20E","High","3R"
"3R:11589907-11590421(+)","FBgn0263316;FBgn0037915;FBgn0051363;FBgn0037918;FBgn0037916;FBgn0037917",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,515.343,"20E","Low","3R"
"3R:11613535-11614054(+)","FBgn0037924;FBgn0037923;FBgn0037921;FBgn0037922;FBgn0051363;FBgn0042205;FBgn0037920",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,5,454.318,"20E","Low","3R"
"3R:11614196-11615237(+)","FBgn0037924;FBgn0037923;FBgn0037921;FBgn0037922;FBgn0051363;FBgn0042205;FBgn0037920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.953,"20E","Low","3R"
"3R:11865061-11865660(+)","FBgn0037958;FBgn0037956;FBgn0003312",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,6,654.749,"20E","Low","3R"
"3R:11992448-11993084(+)","FBgn0037975;FBgn0037973;FBgn0037978;FBgn0037974;FBgn0264984;FBgn0260746;FBgn0037976;FBgn0260745",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,487.045,"20E","Low","3R"
"3R:12000165-12000782(+)","FBgn0037980;FBgn0037978;FBgn0260746;FBgn0037979;FBgn0037976;FBgn0260745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1327.3,"20E","High","3R"
"3R:12044759-12045451(+)","FBgn0260231;FBgn0037987;FBgn0260230;FBgn0037985;FBgn0051358;FBgn0037986",0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1220.47,"20E","Low","3R"
"3R:12083548-12084293(+)","FBgn0037989;FBgn0051361",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,6,1749.8,"20E","High","3R"
"3R:12258650-12259469(+)","FBgn0259975;FBgn0264830;FBgn0264829;FBgn0267142;FBgn0264831;FBgn0003651;FBgn0038009;FBgn0267677;FBgn0267922;FBgn0038008",0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,3,1,0,1,10,2127.79,"20E","High","3R"
"3R:12369455-12370938(+)","FBgn0010039;FBgn0010044;FBgn0038018;FBgn0001149;FBgn0038017;FBgn0010038;FBgn0010042;FBgn0038020;FBgn0042206;FBgn0038016;FBgn0065094;FBgn0038029;FBgn0010041;FBgn0010040;FBgn0010043;FBgn0267679;FBgn0038028",1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,2,0,1,0,0,1,11,2104.17,"20E","High","3R"
"3R:12375007-12375880(+)","FBgn0001149;FBgn0010042;FBgn0010038;FBgn0038020;FBgn0038032;FBgn0038029;FBgn0038028;FBgn0010044;FBgn0042206;FBgn0065094;FBgn0010041;FBgn0053098;FBgn0038018;FBgn0267679;FBgn0010039;FBgn0085431;FBgn0038017;FBgn0010043;FBgn0038033;FBgn0010040",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1793.54,"20E","High","3R"
"3R:12404506-12405073(+)","FBgn0038037;FBgn0038035;FBgn0085431;FBgn0038032;FBgn0038034;FBgn0065087;FBgn0038033;FBgn0038038;FBgn0082831;FBgn0038039;FBgn0000455",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,6,685.751,"20E","Low","3R"
"3R:12448999-12449791(+)","FBgn0038052;FBgn0038055;FBgn0086687;FBgn0038054;FBgn0038049;FBgn0038058;FBgn0038051;FBgn0043043;FBgn0038053;FBgn0038057;FBgn0038056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1401.37,"20E","High","3R"
"3R:12600899-12601674(+)","FBgn0038063;FBgn0267681",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,4,760.878,"20E","Low","3R"
"3R:12628750-12629250(+)","FBgn0038068;FBgn0267682;FBgn0005671;FBgn0042207;FBgn0266247;FBgn0038069;FBgn0260444;FBgn0038067;FBgn0038070;FBgn0267681;FBgn0038065",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,460.008,"20E","Low","3R"
"3R:12645003-12645652(+)","FBgn0038068;FBgn0038071;FBgn0267682;FBgn0042207;FBgn0038069;FBgn0038072;FBgn0260444;FBgn0038067;FBgn0038070;FBgn0038065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2169.02,"20E","High","3R"
"3R:12648756-12649344(+)","FBgn0038068;FBgn0038071;FBgn0267682;FBgn0042207;FBgn0038073;FBgn0038069;FBgn0038072;FBgn0038067;FBgn0038070;FBgn0267146",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,510.101,"20E","Low","3R"
"3R:12685243-12685882(+)","FBgn0038074;FBgn0011745;FBgn0038073;FBgn0038076;FBgn0005355;FBgn0026207;FBgn0038079;FBgn0016693;FBgn0263621;FBgn0038078;FBgn0001296;FBgn0051347",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6,1332.6,"20E","High","3R"
"3R:12701821-12702478(+)","FBgn0011745;FBgn0038080;FBgn0002905;FBgn0005355;FBgn0038079;FBgn0016693;FBgn0002719;FBgn0038078;FBgn0001296;FBgn0051347",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1509.94,"20E","High","3R"
"3R:12716082-12716784(+)","FBgn0038080;FBgn0002905;FBgn0265162;FBgn0016693;FBgn0002719",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,482.163,"20E","Low","3R"
"3R:12717489-12718245(+)","FBgn0038080;FBgn0002905;FBgn0265162;FBgn0016693;FBgn0002719",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,8,1890.38,"20E","High","3R"
"3R:12720389-12721008(+)","FBgn0265162;FBgn0002719;FBgn0002905;FBgn0038080",0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,434.087,"20E","Low","3R"
